"HOTEL_ID","HOTEL_NAME","HOTEL_RATING","NUNBER_RATING","TITLE_RATING","HOTEL_PRICE","HOTEL_PRICE_FREE","ROOM_TYPE","HOTEL_ADDRESS","HOTEL_LOCATION","HOTEL_DISTANCE","HOTEL_CONTENT","NUMBER_DAY","BED_TYPE","HOTEL_URL","HOTEL_IMAGE","HOTEL_PRICE_2"
"68","Casa Inn hostel & coffee","8","18","Very good","12","7","Standard Double Room","71 Trần Phú, Thới Bình, Ninh Kiều, Cần Thơ, Việt Nam","Ninh Kiều","1.5 km from centre
","Nằm cách Vincom Plaza Hùng Vương 400 m, Casa Inn hostel & coffee có quầy bar, sảnh khách chung và chỗ ở máy lạnh với ban công cùng Wi-Fi miễn phí.

Khách nghỉ tại chỗ nghỉ nhà dân này có thể thưởng thức bữa sáng kiểu lục địa.

Ngay trong khuôn viên có sân hiên và du khách có thể đạp xe trong khoảng cách gần nhà nghỉ & cà phê Casa Inn.

Bến Ninh Kiều cách chỗ nghỉ 2,1 km trong khi siêu thị Lotte Mart Cần Thơ cách đó 2,4 km. Sân bay gần nhất là Quốc tế Cần Thơ, cách Casa Inn hostel & coffee 9 km và khách sạn cung cấp dịch vụ đưa đón sân bay trả phí.","1 đêm, 1 người lớn","1 giường đôi lớn","https://www.booking.com/hotel/vn/casa-inn-hostel-amp-coffee.en-gb.html?label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=dec3d0cdfa3ab0f5cfe3b69d1e4f8e7d&all_sr_blocks=588749202_230974026_1_0_0&checkin=2021-09-21&checkout=2021-09-22&dest_id=-3709910&dest_type=city&group_adults=1&group_children=0&hapos=87&highlighted_blocks=588749202_230974026_1_0_0&hpos=12&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=588749202_230974026_1_0_0__27000000&srepoch=1631863288&srpvid=b70533bb340b005a&ucfs=1&from=searchresults;highlight_room=#hotelTmpl","KhachSan/image_hotel/68.jpg","Giá Trung Bình"
"69","The Lighthouse","9","27","Superb","61","56","One-Bedroom Apartment with City View","120 Đường Hai Bà Trưng, Tân An, Ninh Kiều, Cần Thơ, Việt Nam","Ninh Kiều","0.6 km from centre","Tự hào có nhà hàng, quán bar và tầm nhìn ra sông, The Lighthouse tọa lạc tại thành phố Cần Thơ, cách Bến Ninh Kiều 100 m. Nơi nghỉ này có các phòng gia đình và sân hiên. Chỗ ở có dịch vụ phòng và Wi-Fi miễn phí.

Tất cả các phòng tại khách sạn đều được trang bị khu vực tiếp khách, truyền hình cáp màn hình phẳng và phòng tắm riêng với áo choàng tắm cùng vòi sen. Các phòng nghỉ sẽ cung cấp cho khách một minibar.

Khách nghỉ tại The Lighthouse có thể thưởng thức bữa sáng gọi món.

Các điểm tham quan nổi tiếng gần chỗ nghỉ bao gồm Vincom Plaza Xuân Khánh, Bảo tàng Cần Thơ và Cầu Ninh Kiều. Sân bay gần nhất là Sân bay Quốc tế Cần Thơ, cách The Lighthouse 10 km.","1 đêm, 1 người lớn","2 giường (1 giường đơn, 1 giường đôi lớn)","https://www.booking.com/hotel/vn/the-lighthouse.en-gb.html?label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=dec3d0cdfa3ab0f5cfe3b69d1e4f8e7d&all_sr_blocks=554229403_279439663_2_2_0&checkin=2021-09-21&checkout=2021-09-22&dest_id=-3709910&dest_type=city&group_adults=1&group_children=0&hapos=88&highlighted_blocks=554229403_279439663_2_2_0&hpos=13&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=554229403_279439663_2_2_0__139678000&srepoch=1631863288&srpvid=b70533bb340b005a&ucfs=1&from=searchresults;highlight_room=#hotelTmpl","KhachSan/image_hotel/69.jpg","Giá Cao"
"70","Can Tho Orchid Garden Homestay","9","85","Superb","10","5","Bed in 6-Bed Mixed Dormitory Room","144A Đường Cách Mạng Tháng 8, Cái Khế, Bình Thủy, Cần Thơ 94000, Việt Nam","Bình Thủy","3.7 km from centre
","Với tầm nhìn ra khu vườn, Cần Thơ Orchid Garden Homestay tọa lạc tại thành phố Cần Thơ và có nhà hàng, quầy lễ tân 24 giờ, quầy bar bán đồ ăn nhanh, khu vườn và sân hiên. Chỗ nghỉ nhà dân này có cả Wi-Fi và chỗ đỗ xe riêng miễn phí.

Tất cả các phòng đều có máy lạnh và TV màn hình phẳng.

Khách nghỉ tại Cần Thơ Orchid Garden Homestay có thể thưởng thức bữa sáng kiểu Á.

Du khách cũng có thể thư giãn trong khu vực tiếp khách chung.

Vincom Plaza Hùng Vương cách chỗ nghỉ 2,5 km trong khi Bến Ninh Kiều cách đó 4,2 km. Sân bay gần nhất là Quốc tế Cần Thơ, cách Cần Thơ Orchid Garden Homestay 6 km và khách sạn cung cấp dịch vụ đưa đón sân bay trả phí.","1 đêm, 1 người lớn","1 giường đơn","https://www.booking.com/hotel/vn/can-tho-orchid-garden-homestay.en-gb.html?label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=dec3d0cdfa3ab0f5cfe3b69d1e4f8e7d&all_sr_blocks=546326505_230373051_1_1_0&checkin=2021-09-21&checkout=2021-09-22&dest_id=-3709910&dest_type=city&group_adults=1&group_children=0&hapos=89&highlighted_blocks=546326505_230373051_1_1_0&hpos=14&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=546326505_230373051_1_1_0__23000000&srepoch=1631863288&srpvid=b70533bb340b005a&ucfs=1&from=searchresults;highlight_room=#hotelTmpl","KhachSan/image_hotel/70.jpg","Giá Cao"
"71","Winter Spring Colors House","9","67","Superb","12","7","One-Bedroom House","Hem 134, 120/15A Trần Phú, Cái Khế, Ninh Kiều, Cần Thơ 900000, Việt Nam","Ninh Kiều","1.8 km from centre
","Cách Vincom Plaza Hùng Vương 1,6 km, Winter Spring Colors House cung cấp chỗ ở có sân vườn, sân hiên và dịch vụ phòng để tạo sự thuận tiện cho quý khách. Cả Wi-Fi và chỗ đỗ xe riêng đều được cung cấp miễn phí tại nhà nghỉ mát này.

Các phòng nghỉ tại đây có sân, máy lạnh, TV màn hình phẳng và phòng tắm riêng với bồn rửa vệ sinh cùng dép. Ngoài ra còn có tủ lạnh, minibar và ấm đun nước.

Bến Ninh Kiều cách Winter Spring Colors House 2,5 km trong khi siêu thị Lotte Mart Cần Thơ cách đó 3,5 km. Sân bay gần nhất là Quốc tế Cần Thơ, cách chỗ nghỉ 9 km và nơi nghỉ cung cấp dịch vụ đưa đón sân bay miễn phí.","1 đêm, 1 người lớn","1 giường đôi lớn","https://www.booking.com/hotel/vn/winter-spring-colors-house-can-tho.en-gb.html?label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=dec3d0cdfa3ab0f5cfe3b69d1e4f8e7d&all_sr_blocks=531623303_273403778_2_0_0&checkin=2021-09-21&checkout=2021-09-22&dest_id=-3709910&dest_type=city&group_adults=1&group_children=0&hapos=90&highlighted_blocks=531623303_273403778_2_0_0&hpos=15&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=531623303_273403778_2_0_0__28000000&srepoch=1631863288&srpvid=b70533bb340b005a&ucfs=1&from=searchresults;highlight_room=#hotelTmpl","KhachSan/image_hotel/71.jpg","Giá Trung Bình"
"72","MOTEL LONG THÀNH","10","3","Exceptional","9","4","Deluxe Room","35-36 đường Nguyễn Thị Sáu, Phú Thứ, Cái Răng, Cần Thơ, Việt Nam","Cái Răng","3.9 km from centre
","Tọa lạc tại Cần Thơ và cách trung tâm thương mại Vincom Plaza Xuân Khánh 8 km, MOTEL LONG THÀNH có dịch vụ nhận và trả phòng cấp tốc, các phòng không gây dị ứng, sảnh khách chung, Wi-Fi miễn phí và khu vườn. Nơi nghỉ này có dịch vụ đỗ xe cho khách và sân hiên. Nơi nghỉ có lễ tân 24 giờ và dịch vụ trợ giúp đặc biệt cho khách.

Tại nhà khách, các phòng được trang bị bàn làm việc, TV màn hình phẳng, phòng tắm riêng, bộ khăn trải giường và khăn tắm. Tất cả các phòng tại MOTEL LONG THÀNH đều có máy lạnh và tủ quần áo.

Chỗ nghỉ cách Bến Ninh Kiều 9 km và trung tâm thương mại Vincom Plaza Hùng Vương 10 km. Sân bay gần nhất là Quốc tế Cần Thơ, cách MOTEL LONG THÀNH 13 km và khách sạn cung cấp dịch vụ đưa đón sân bay trả phí.","1 đêm, 1 người lớn","1 giường đôi lớn","https://www.booking.com/hotel/vn/motel-long-thanh.en-gb.html?label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=dec3d0cdfa3ab0f5cfe3b69d1e4f8e7d&all_sr_blocks=526551901_285295878_2_0_0&checkin=2021-09-21&checkout=2021-09-22&dest_id=-3709910&dest_type=city&group_adults=1&group_children=0&hapos=91&highlighted_blocks=526551901_285295878_2_0_0&hpos=16&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=526551901_285295878_2_0_0__20000000&srepoch=1631863288&srpvid=b70533bb340b005a&ucfs=1&from=searchresults;highlight_room=#hotelTmpl","KhachSan/image_hotel/72.jpg","Giá Thấp"
"73","Quyen's house","9","101","Superb","13","8","Double Room with Private Bathroom","Hẻm 14, Tân An, Ninh Kiều, Cần Thơ, Việt Nam","Ninh Kiều","0.3 km from centre
","Tọa lạc tại thành phố Cần Thơ, cách Bến Ninh Kiều 1,1 km, Quyen's house cung cấp các phòng máy lạnh với Wi-Fi miễn phí và bàn đặt tour. Tất cả các phòng đều được trang bị truyền hình cáp màn hình phẳng và phòng tắm riêng. Nơi nghỉ không gây dị ứng và cách Vincom Plaza Xuân Khánh 1,9 km.

Các phòng có tủ lạnh cho khách.

Nhà khách có sân hiên.

Các điểm tham quan nổi tiếng gần nhà Quyên bao gồm Vincom Plaza Hùng Vương, Bảo tàng Cần Thơ và Cầu Ninh Kiều. Và sân bay gần nhất là sân bay quốc tế Cần Thơ 9 km.","1 đêm, 1 người lớn","1 giường đôi","https://www.booking.com/hotel/vn/quyen-39-s-house.en-gb.html?label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=dec3d0cdfa3ab0f5cfe3b69d1e4f8e7d&all_sr_blocks=488038401_276684605_2_0_0&checkin=2021-09-21&checkout=2021-09-22&dest_id=-3709910&dest_type=city&group_adults=1&group_children=0&hapos=92&highlighted_blocks=488038401_276684605_2_0_0&hpos=17&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=488038401_276684605_2_0_0__30000000&srepoch=1631863288&srpvid=b70533bb340b005a&ucfs=1&from=searchresults;highlight_room=#hotelTmpl","KhachSan/image_hotel/73.jpg","Giá Trung Bình"
"74","VIVA MOTEL","7","58","Good","15","10","Standard Double Room","1 Thủ Khoa Huân, Tân An, Ninh Kiều, Cần Thơ, Việt Nam","Ninh Kiều","0.6 km from centre
","Với nhà hàng, quán bar và tầm nhìn ra sông, VIVA MOTEL tọa lạc tại thành phố Cần Thơ, cách Bến Ninh Kiều 100 m. Nơi nghỉ này có dịch vụ phòng và sân hiên. Nơi nghỉ có lễ tân 24 giờ, bếp chung và tổ chức các tour du lịch cho khách.

Các lựa chọn bữa sáng kiểu Á và gọi món được phục vụ hàng ngày tại nhà nghỉ ven đường này.

Tại VIVA MOTEL, du khách được thoải mái sử dụng bồn tắm nước nóng nhiều người.

Các điểm tham quan nổi tiếng gần chỗ nghỉ bao gồm Vincom Plaza Hùng Vương, Bảo tàng Cần Thơ và Cầu Ninh Kiều. Sân bay gần nhất là Quốc tế Cần Thơ, cách VIVA MOTEL 10 km và khách sạn cung cấp dịch vụ đưa đón sân bay trả phí.","1 đêm, 1 người lớn","1 giường đôi lớn","https://www.booking.com/hotel/vn/viva-motel-can-tho.en-gb.html?label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=dec3d0cdfa3ab0f5cfe3b69d1e4f8e7d&all_sr_blocks=473104901_147350860_2_2_0&checkin=2021-09-21&checkout=2021-09-22&dest_id=-3709910&dest_type=city&group_adults=1&group_children=0&hapos=93&highlighted_blocks=473104901_147350860_2_2_0&hpos=18&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=473104901_147350860_2_2_0__35000000&srepoch=1631863288&srpvid=b70533bb340b005a&ucfs=1&from=searchresults;highlight_room=#hotelTmpl","KhachSan/image_hotel/74.jpg","Giá Trung Bình"
"75","NINH KIEU 2 HOTEL","7","36","Good","36","31","Large Double Room","03 Đại lộ Hoà Bình, Tân An, Ninh Kiều, Cần Thơ, Việt Nam","Ninh Kiều","0.2 km from centre
","Tọa lạc tại Cần Thơ, cách Bến Ninh Kiều chưa đầy 1 km, NINH KIEU 2 HOTEL cung cấp chỗ ở với nhà hàng, bãi đậu xe riêng miễn phí, trung tâm thể dục và quầy bar. Với sảnh khách chung, khách sạn 4 sao này cung cấp các phòng máy lạnh với Wi-Fi miễn phí, mỗi phòng đều có phòng tắm riêng. Chỗ ở này có lễ tân 24 giờ, bếp chung và dịch vụ thu đổi ngoại tệ cho khách.

Các phòng nghỉ trong khách sạn được trang bị TV màn hình phẳng.

Khách nghỉ tại NINH KIEU 2 HOTEL có thể thưởng thức bữa sáng kiểu lục địa hoặc gọi món.

Chỗ ở có sân hiên.

Các điểm tham quan nổi tiếng gần KHÁCH SẠN NINH KIỀU 2 bao gồm Vincom Plaza Xuân Khánh, Bảo tàng Cần Thơ và Cầu Ninh Kiều. Sân bay gần nhất là Sân bay Quốc tế Cần Thơ, cách khách sạn 9 km.","1 đêm, 1 người lớn","1 giường đôi","https://www.booking.com/hotel/vn/ninh-kieu-2-can-tho.en-gb.html?label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=dec3d0cdfa3ab0f5cfe3b69d1e4f8e7d&all_sr_blocks=469749202_145572921_0_41_0&checkin=2021-09-21&checkout=2021-09-22&dest_id=-3709910&dest_type=city&group_adults=1&group_children=0&hapos=94&highlighted_blocks=469749202_145572921_0_41_0&hpos=19&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=469749202_145572921_0_41_0__80835500&srepoch=1631863288&srpvid=b70533bb340b005a&ucfs=1&from=searchresults;highlight_room=#hotelTmpl","KhachSan/image_hotel/75.jpg","Giá Cao"
"76","Hotel Lê My","8","54","Very good","15","10","Deluxe Double Room","Hẻm 66/11 Đường Cách Mạng Tháng 8, Thới Bình, Ninh Kiều, Cần Thơ, Việt Nam","Ninh Kiều","1.5 km from centre
","Tọa lạc tại Cần Thơ, cách Vincom Plaza Hùng Vương 300 m, Hotel Lê My cung cấp các phòng máy lạnh và sảnh khách chung. Trong số các tiện nghi tại chỗ nghỉ này có lễ tân 24 giờ và dịch vụ phòng cùng với Wi-Fi miễn phí trong toàn bộ khuôn viên. Các điểm tham quan địa phương như Lotte Mart Cần Thơ và Vincom Plaza Xuân Khánh đều cách nơi nghỉ này lần lượt 2,2 km và 3,6 km.

Tại khách sạn, mỗi phòng đều có tủ quần áo, TV màn hình phẳng, phòng tắm riêng, bộ khăn trải giường và khăn tắm.

Khách sạn Lê My có sân hiên.

Các điểm tham quan nổi tiếng gần chỗ nghỉ bao gồm Bến Ninh Kiều, Sân vận động Cần Thơ và Bảo tàng Cần Thơ. Sân bay gần nhất là Sân bay Quốc tế Cần Thơ, cách Hotel Lê My 8 km.","1 đêm, 1 người lớn","1 giường đôi lớn","https://www.booking.com/hotel/vn/le-my.en-gb.html?label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=dec3d0cdfa3ab0f5cfe3b69d1e4f8e7d&all_sr_blocks=466918404_310842431_2_0_0&checkin=2021-09-21&checkout=2021-09-22&dest_id=-3709910&dest_type=city&group_adults=1&group_children=0&hapos=95&highlighted_blocks=466918404_310842431_2_0_0&hpos=20&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=466918404_310842431_2_0_0__33000000&srepoch=1631863288&srpvid=b70533bb340b005a&ucfs=1&from=searchresults;highlight_room=#hotelTmpl","KhachSan/image_hotel/76.jpg","Giá Trung Bình"
"77","CWD Hotel Can Tho","9","5","Very good","17","12","Standard King Room","So 9 Đ. A6, Hưng Phú, Cái Răng, Cần Thơ, Việt Nam","Cái Răng","2.2 km from centre
","Tọa lạc tại thành phố Cần Thơ, cách Bến Ninh Kiều 3,1 km, CWD Hotel Can Tho cung cấp chỗ ở với nhà hàng, bãi đậu xe riêng miễn phí, khu vườn và sân hiên. Khách sạn 3 sao này cung cấp dịch vụ trợ giúp đặc biệt, dịch vụ đỗ xe cho khách và Wi-Fi miễn phí. Chỗ nghỉ có lễ tân 24 giờ, dịch vụ phòng và thu đổi ngoại tệ cho khách.

Các phòng nghỉ tại đây được trang bị máy lạnh, truyền hình cáp màn hình phẳng, tủ lạnh, ấm đun nước, bồn rửa vệ sinh, dép và bàn làm việc. Các phòng đều có phòng tắm riêng, đồ vệ sinh cá nhân miễn phí và bộ khăn trải giường.

Khu vực này nổi tiếng với hoạt động đi xe đạp và dịch vụ cho thuê xe hơi có sẵn tại khách sạn.

CWD Hotel Can Tho cách Vincom Plaza Xuân Khánh 3,3 km và Lotte Mart Cần Thơ 5 km. Và sân bay gần nhất là sân bay quốc tế Cần Thơ 11 km.","1 đêm, 1 người lớn","1 giường đôi lớn","https://www.booking.com/hotel/vn/cwd-can-tho.en-gb.html?label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=dec3d0cdfa3ab0f5cfe3b69d1e4f8e7d&all_sr_blocks=463729602_141918595_1_0_0&checkin=2021-09-21&checkout=2021-09-22&dest_id=-3709910&dest_type=city&group_adults=1&group_children=0&hapos=96&highlighted_blocks=463729602_141918595_1_0_0&hpos=21&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=463729602_141918595_1_0_0__38250000&srepoch=1631863288&srpvid=b70533bb340b005a&ucfs=1&from=searchresults;highlight_room=#hotelTmpl","KhachSan/image_hotel/77.jpg","Giá Trung Bình"
"78","Chang’s hostel","8","145","Very good","13","8","Standard King Room","47 Đ. Lý Tự Trọng, An Cư, Ninh Kiều, Cần Thơ 94000, Việt Nam","Ninh Kiều","1.5 km from centre
","Tọa lạc tại thành phố Cần Thơ, cách Bến Ninh Kiều 1,1 km, Chang's hostel cung cấp các phòng máy lạnh. Nơi nghỉ này cách Vincom Plaza Hùng Vương 2 km, cách siêu thị Lotte Mart Cần Thơ 2,7 km và cách Chợ nổi Cái Răng 7 km. Chỗ nghỉ cách Sân vận động Cần Thơ 2,5 km.

Các phòng có phòng tắm riêng, dép và bộ khăn trải giường.

Các điểm tham quan nổi tiếng gần nhà trọ bao gồm Vincom Plaza Xuân Khánh, Bảo tàng Cần Thơ và Cầu Ninh Kiều. Sân bay gần nhất là Sân bay Quốc tế Cần Thơ, cách Chang's hostel 9 km.","1 đêm, 1 người lớn","1 giường đôi lớn","https://www.booking.com/hotel/vn/changs-hostel.en-gb.html?label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=dec3d0cdfa3ab0f5cfe3b69d1e4f8e7d&all_sr_blocks=463033302_199911507_1_0_0&checkin=2021-09-21&checkout=2021-09-22&dest_id=-3709910&dest_type=city&group_adults=1&group_children=0&hapos=97&highlighted_blocks=463033302_199911507_1_0_0&hpos=22&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=463033302_199911507_1_0_0__29497500&srepoch=1631863288&srpvid=b70533bb340b005a&ucfs=1&from=searchresults;highlight_room=#hotelTmpl","KhachSan/image_hotel/78.jpg","Giá Trung Bình"
"79","Khach san Huỳnh Thanh","7","21","Good","11","6","Single Room","9 Đường số 4, Hưng Lợi, Ninh Kiều, Cần Thơ, Việt Nam","Ninh Kiều","3.4 km from centre
","Nằm trong bán kính 2,1 km từ Vincom Plaza Xuân Khánh và 3,5 km từ Chợ Nổi Cái Răng, Khách san Huỳnh Thanh cung cấp các phòng nghỉ với máy lạnh và phòng tắm riêng tại thành phố Cần Thơ. Nơi nghỉ cách Bến Ninh Kiều 4,1 km, cách siêu thị Lotte Mart Cần Thơ 5 km và cách trung tâm thương mại Vincom Plaza Hùng Vương 5 km. Tại đây có sân hiên và du khách có thể sử dụng Wi-Fi miễn phí cũng như chỗ đỗ xe riêng miễn phí.

Tất cả các phòng trong khách sạn đều được trang bị TV màn hình phẳng.

Nói tiếng Wales và tiếng Anh tại quầy lễ tân 24 giờ, nhân viên sẽ sẵn lòng cung cấp cho khách hướng dẫn thực tế về khu vực này.

Khach san Huỳnh Thanh cách Bảo tàng Cần Thơ 4,2 km và Sân vận động Cần Thơ 6 km. Và sân bay gần nhất là sân bay quốc tế Cần Thơ 9 km.","1 đêm, 1 người lớn","1 giường đơn","https://www.booking.com/hotel/vn/khach-san-huynh-thanh.en-gb.html?label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=dec3d0cdfa3ab0f5cfe3b69d1e4f8e7d&all_sr_blocks=435265901_130543380_1_0_0&checkin=2021-09-21&checkout=2021-09-22&dest_id=-3709910&dest_type=city&group_adults=1&group_children=0&hapos=98&highlighted_blocks=435265901_130543380_1_0_0&hpos=23&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=435265901_130543380_1_0_0__25000000&srepoch=1631863288&srpvid=b70533bb340b005a&ucfs=1&from=searchresults;highlight_room=#hotelTmpl","KhachSan/image_hotel/79.jpg","Giá Trung Bình"
"80","Hoang Hai Dang 1 Hotel","8","239","Very good","12","7","King Room with Garden View","60 Đường Nguyễn An Ninh, Tân An, Ninh Kiều, Cần Thơ 90000, Việt Nam","Ninh Kiều","0.4 km from centre
","Tọa lạc tại Cần Thơ và cách Bến Ninh Kiều 600 m, Hoang Hai Dang 1 Hotel có sân hiên, các phòng không gây dị ứng và Wi-Fi miễn phí trong toàn bộ khuôn viên. Nơi nghỉ cách trung tâm thương mại Vincom Plaza Hùng Vương 2,3 km, trung tâm thương mại Vincom Plaza Xuân Khánh 2,8 km và trung tâm mua sắm Lotte Mart Cần Thơ 4,3 km. Chỗ nghỉ có lễ tân 24 giờ, dịch vụ phòng và thu đổi ngoại tệ cho khách.

Tất cả các phòng đều được trang bị máy lạnh, truyền hình cáp màn hình phẳng, tủ lạnh, ấm đun nước, bồn rửa vệ sinh, dép và bàn làm việc. Các phòng có phòng tắm riêng, máy sấy tóc và bộ khăn trải giường.

Khách sạn cách Chợ Nổi Cái Răng 8 km và Bảo tàng Cần Thơ 1 km. Sân bay gần nhất là Sân bay Quốc tế Cần Thơ, cách Hoang Hai Dang 1 Hotel 10 km.","1 đêm, 1 người lớn","1 giường đôi lớn","https://www.booking.com/hotel/vn/xuan-mai-3-can-tho.en-gb.html?label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=dec3d0cdfa3ab0f5cfe3b69d1e4f8e7d&all_sr_blocks=369386006_132128262_2_0_0&checkin=2021-09-21&checkout=2021-09-22&dest_id=-3709910&dest_type=city&group_adults=1&group_children=0&hapos=99&highlighted_blocks=369386006_132128262_2_0_0&hpos=24&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=369386006_132128262_2_0_0__27000000&srepoch=1631863288&srpvid=b70533bb340b005a&ucfs=1&from=searchresults;highlight_room=#hotelTmpl","KhachSan/image_hotel/80.jpg","Giá Trung Bình"
"81","Farmer Homestay","10","203","Exceptional","43","38","Cottage with Garden View","Số 30d/4 - khu vực 2 - đường Trường THPT Chuyên Lý tự Trọng- cuối, Khu dân cư Nam long, Cái Răng, Cầ","Cái Răng","3.7 km from centre
","Với tầm nhìn ra hồ, Farmer Homestay tọa lạc tại thành phố Cần Thơ và có nhà hàng, quầy lễ tân 24 giờ, quầy bar, khu vườn, sân chơi cho trẻ em và sân hiên tắm nắng. Wi-Fi miễn phí được cung cấp trong toàn bộ khuôn viên.

Tất cả các phòng đều có phòng tắm riêng với bồn rửa vệ sinh, máy sấy tóc và đồ vệ sinh cá nhân miễn phí.

Khách nghỉ tại chỗ nghỉ nhà dân này có thể thưởng thức bữa sáng tự chọn hoặc kiểu lục địa.

Sau một ngày đi bộ đường dài, đi xe đạp hoặc câu cá, du khách có thể thư giãn trong khu vực tiếp khách chung.

Farmer Homestay cách trung tâm thương mại Vincom Plaza Xuân Khánh 5 km và cách Bến Ninh Kiều 5 km. Và sân bay gần nhất là sân bay quốc tế Cần Thơ 12 km.","1 đêm, 1 người lớn","1 giường đôi cực lớn","https://www.booking.com/hotel/vn/farmer-homestay.en-gb.html?label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=dec3d0cdfa3ab0f5cfe3b69d1e4f8e7d&all_sr_blocks=353830901_220250440_2_25_0&checkin=2021-09-21&checkout=2021-09-22&dest_id=-3709910&dest_type=city&group_adults=1&group_children=0&hapos=100&highlighted_blocks=353830901_220250440_2_25_0&hpos=25&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=353830901_220250440_2_25_0__98900000&srepoch=1631863288&srpvid=b70533bb340b005a&ucfs=1&from=searchresults;highlight_room=#hotelTmpl","KhachSan/image_hotel/81.jpg","Giá Cao"
